,pval,log2fc,pre_mean,on_mean,qval
GM2A,0.018467647425421486,-0.2754746,317.7974,384.6595,0.6160958075055661
GNG12,0.03847980080677815,1.3673325,13.923676,5.396918,0.6635580794069232
GNG2,0.03693127315412504,1.1926999,30.81525,13.481159,0.6619261552338287
GOLPH3L,0.0177555974237695,0.9108921,28.032274,14.909137,0.6160958075055661
GPR155,0.03611829142800494,0.29434,82.40101,67.19351,0.6607947659770242
GPR162,0.003020424119055207,1.3373256,11.1492605,4.41236,0.5006342286474644
GPR183,0.0005309603210190756,-0.64130735,140.0809,218.49007,0.39544368911695643
GPR68,0.046386302071270084,1.0189714,7.6072826,3.7539506,0.668009398093565
GPRC5B,0.043556293882479634,2.0846982,3.3089168,0.78006214,0.664009716350008
GPRIN3,0.03941130578440947,0.37683746,129.92407,100.05763,0.6635580794069232
GRASP,0.001817706184591066,-1.841907,14.534573,52.104057,0.47309886459506373
GREB1,0.04310841887084495,0.85302365,5.224091,2.892178,0.664009716350008
GRINA,0.04390326595478043,-0.20867383,508.96973,588.17834,0.664009716350008
GRK4,0.019231044669273223,1.0634588,8.876123,4.247079,0.6160958075055661
GTF2A2,0.027072146161439634,0.14407487,210.73099,190.703,0.6416206568807067
H3F3A,0.03138295733804288,-0.08310251,766.6826,812.14197,0.6495453657665972
HADHA,0.005715377056908911,-0.29460555,201.89478,247.63394,0.5341003258646149
HARS2,0.013352509020904553,0.8126836,35.83285,20.400425,0.5854826077064852
HAUS1,0.0012278821798254885,-0.46534422,38.303673,52.883842,0.4239564090507659
HBB,0.04584364715212909,4.761562,8.093547,0.2983774,0.668009398093565
HCAR2,0.016276736848198026,1.15351,39.387978,17.706087,0.6160958075055661
HCFC1R1,0.031470412186039465,0.25220877,229.11545,192.36761,0.6495453657665972
HDHD3,0.01851082060336369,0.49957818,26.122314,18.476667,0.6160958075055661
HEBP2,0.048000843185907284,0.4341422,73.6907,54.54097,0.6699834221120646
HECTD2,0.007320704415145755,0.8874879,31.330431,16.935806,0.5774880075753013
HERPUD1,0.0003865816795693435,-0.69476736,241.72607,391.2635,0.39544368911695643
HES6,0.027824988050260967,1.1479713,10.944947,4.9390097,0.649064284085079
HINT3,0.046759417729831304,-0.26616904,45.804195,55.08459,0.668009398093565
HIST1H2BF,0.04868681064086914,2.1840425,11.706837,2.5761862,0.6703287079598946
HIST1H2BK,0.014061740048691807,0.41556796,28.044994,21.026012,0.596432593421961
HIST1H3F,0.026903378214952908,1.2986761,3.5604072,1.4473021,0.6416206568807067
HLA-DPA1,0.04145666610765914,-0.14514779,1219.8044,1348.9133,0.6635580794069232
HLA-DPB1,0.04687967900886425,-0.14262973,1128.1116,1245.3398,0.668009398093565
HMGCR,0.01098080552797121,0.81811464,22.371738,12.688863,0.5774880075753013
HPCAL1,0.02606687103223395,0.3645555,137.98418,107.17343,0.6409096428040528
HRH2,0.016542163706417427,-0.48671973,52.08481,72.98411,0.6160958075055661
HS3ST1,0.015343034110025917,0.9520041,123.15794,63.662052,0.6160958075055661
HS3ST3B1,0.03739500947571736,-1.1508495,10.353636,22.989689,0.6619261552338287
HS6ST1,0.04886094892715954,0.68419677,17.938354,11.163975,0.6703287079598946
HSD11B1,0.02368157403008509,-2.0083027,15.590088,62.720264,0.6373271013209807
HSPA1A,0.0066624729364473945,-1.387999,153.97012,402.9636,0.5744770091545212
HSPA1B,0.01728500009763222,-1.733994,67.136086,223.32648,0.6160958075055661
HSPE1,0.04889954698246841,-0.1766039,302.4699,341.8576,0.6703287079598946
IFNGR1,0.009301260650419474,-0.3352038,215.96407,272.45068,0.5774880075753013
IFT172,0.0485218090808283,-0.5101753,5.5259666,7.87021,0.6703287079598946
IGF1,0.04444972170011959,0.79148066,68.817795,39.759537,0.6645149109830404
IGHA1,0.022293051833278624,0.7387038,26.936193,16.142256,0.6313888921215575
IGHG1,0.04203135585590427,0.8128792,129.47664,73.70389,0.6635580794069232
IGHM,0.02235509625558922,1.7592927,47.79786,14.11915,0.6313888921215575
IGHV4-28,0.04367513999708531,2.979494,4.2969027,0.54480165,0.664009716350008
IGKC,0.01592142994618803,0.9976061,190.40773,95.36197,0.6160958075055661
IGKV1-12,0.046198205635392856,1.9538621,24.686169,6.3721004,0.668009398093565
IGKV1-17,0.034551396771378175,1.4447064,27.917427,10.255939,0.6564966347763671
IGLC3,0.004472500573251884,1.604396,33.54292,11.031372,0.5341003258646149
IL18BP,0.006973637657427632,-0.4684032,162.14136,224.3351,0.5774880075753013
IL32,0.027631477473072277,-0.2815822,177.93011,216.2789,0.649008958192019
INPP5A,0.027805898600742805,-2.2367482,1.0068998,4.7458563,0.649064284085079
IQCG,0.008583672078172995,0.8365192,41.62654,23.310574,0.5774880075753013
IRAK1,0.01111822940017765,0.51533985,145.34842,101.689835,0.5774880075753013
IRAK3,0.0020655479088489866,-0.7811945,44.58943,76.62931,0.47309886459506373
IRGQ,0.010650440039417532,0.9752822,26.756855,13.609616,0.5774880075753013
IRS2,0.0012595479060202406,-1.1267989,23.486423,51.288162,0.4239564090507659
ITFG1,0.046472060000712724,-0.1916487,84.52059,96.528275,0.668009398093565
ITGA9,0.018131304558910114,1.2321999,14.513563,6.1779575,0.6160958075055661
ITGAL,0.031224037568301416,-0.41316926,65.22394,86.85271,0.6495453657665972
ITPKC,0.012343137592608794,-1.0963111,9.640186,20.611422,0.5774880075753013
ITSN1,0.033250562359962446,0.42923406,64.13765,47.632206,0.6564966347763671
JADE2,0.04988133035227455,0.4352844,40.258587,29.773155,0.6711183835185505
JAK2,0.019358655215566425,-0.41461974,103.598816,138.09177,0.6160958075055661
JAK3,0.027542369352421634,-0.5511959,44.036644,64.526886,0.64807741308062
JAML,0.022714692553630404,-0.8292435,60.885765,108.178986,0.6313888921215575
JDP2,0.002999414986175183,-0.4478645,41.475906,56.57395,0.5006342286474644
JHY,0.047558056507995314,0.8646456,10.728271,5.8917656,0.668009398093565
JKAMP,0.00879800065705805,-0.39234516,77.8884,102.230484,0.5774880075753013
KCNIP2,0.044516238819362154,-2.5163586,0.24774966,1.4174654,0.6645149109830404
KCNJ5,0.04649297278951232,0.81081206,39.77291,22.672981,0.668009398093565
KCTD7,0.0022833274274687244,1.5068042,25.968998,9.1382265,0.47309886459506373
KEAP1,0.04601541993896291,0.18455334,77.81279,68.46915,0.668009398093565
KHDC4,0.025172392745657732,0.78377134,28.483078,16.544294,0.6409096428040528
KIF21B,0.02310732893739617,0.85471624,17.469757,9.660323,0.6335817115760252
KLF9,0.0006201149332808181,-1.29555,26.544764,65.15958,0.39803625573525286
KLHDC10,0.03377856659223612,0.69204503,30.09929,18.630733,0.6564966347763671
KLHL20,0.0254217152747741,0.6775802,27.496895,17.191418,0.6409096428040528
KRIT1,0.006064862307185821,0.5453403,56.298714,38.577553,0.5370812768335284
KRT10,0.010807339688384042,0.44409597,106.832825,78.52691,0.5774880075753013
KTN1-AS1,0.03903994179588885,2.0492883,2.9953895,0.72369576,0.6635580794069232
KXD1,0.045012425767825846,0.22939123,191.8536,163.65012,0.6652795016420429
L3MBTL3,0.02250424953181723,-1.1830072,4.843033,10.996084,0.6313888921215575
LAMB2,0.03743510996155913,0.9854291,33.29043,16.814178,0.6619261552338287
LBH,0.04250165885540139,-0.87400913,7.3720922,13.511193,0.6635580794069232
LEAP2,0.02326575180571905,-1.1910685,0.8485129,1.9373398,0.636593734894558
LIMS1,0.039957968175557336,0.20593446,373.9521,324.20782,0.6635580794069232
LIN7A,0.018234086420925527,-2.6993895,0.6054219,3.9323788,0.6160958075055661
LINC00467,0.014641082664447322,0.35943618,47.304756,36.872597,0.6058066730647776
LINC00665,0.029812890788916684,0.6568234,10.03508,6.3649836,0.6495453657665972
LINC00847,0.0025141613902559885,-0.52287644,41.247974,59.265793,0.489529776927408
LINC00891,0.04055997123905398,0.8604859,9.903059,5.4542785,0.6635580794069232
LINC00909,0.02476602644410867,0.90261674,24.5542,13.134425,0.6409096428040528
LINC02265,0.0052423430188523485,-3.2866592,0.44807112,4.3725014,0.5341003258646149
LINC02273,0.03623514228860401,1.0718974,1.8190283,0.865299,0.6607947659770242
LINC02328,0.011185400991192857,1.0509685,12.7722435,6.164447,0.5774880075753013
LINC02397,0.025399343147114936,1.6521714,5.2383366,1.6666341,0.6409096428040528
LMNB1,0.005559264129231681,-0.913119,38.90602,73.264404,0.5341003258646149
LPCAT3,0.01173574323305576,-0.34920996,47.276825,60.224194,0.5774880075753013
LRRC28,0.04918078407293239,0.5137957,41.25418,28.893494,0.6703287079598946
LRRC43,0.03502602355441279,-1.1256702,0.98933315,2.1587534,0.6564966347763671
LRRFIP1,0.018389323553176466,0.18714952,373.34174,327.92078,0.6160958075055661
LSM14B,0.00497604862382213,0.6559141,23.699913,15.0417,0.5341003258646149
LST1,0.008323528663315224,-0.13700923,464.01797,510.24493,0.5774880075753013
LYRM2,0.013314555046286506,0.35722592,107.32756,83.78679,0.5854826077064852
MAF,0.03410141588465811,0.7206791,170.768,103.62403,0.6564966347763671
MAFB,0.03229598632123028,-0.22860302,547.438,641.433,0.6527509628270285
MAFG,0.004938465725331595,0.6719776,61.85586,38.82357,0.5341003258646149
MAP3K10,0.0026968250010874126,1.2257487,13.764798,5.8854914,0.49090906529261924
MAP3K8,0.00330005134686341,-0.569554,121.67705,180.57661,0.5020766451829688
MAPKAP1,0.023507288829492663,0.41086757,125.1834,94.15932,0.6373271013209807
MAPRE1,0.044178539863452125,0.18837741,166.28555,145.93091,0.664009716350008
MAZ,0.02252165970656247,0.38544825,127.06678,97.27484,0.6313888921215575
MCL1,0.005970484997658665,-0.36809427,353.1505,455.79257,0.5341003258646149
MCOLN1,0.04448739196819893,0.2166834,167.06306,143.7647,0.6645149109830404
MDP1,0.02459739260147704,0.75980806,37.70053,22.264988,0.6409096428040528
MEAF6,0.0058192200035285385,0.21688068,132.0051,113.58033,0.5341003258646149
MED19,0.04045651583827298,0.43345478,54.47623,40.33891,0.6635580794069232
MEFV,0.008254095263889828,-0.66879314,8.122218,12.912236,0.5774880075753013
MEGF6,0.03183417725763112,1.0033811,18.301731,9.129444,0.6518541216544593
MFHAS1,0.005976291782027754,0.95631874,55.855762,28.7864,0.5341003258646149
MFSD10,0.006482487987240851,0.3368063,132.99269,105.30257,0.5664104331226004
MGAT4B,0.0032468235116123157,0.69676125,59.893257,36.951485,0.5006342286474644
MGAT5,0.030947379650857112,0.7336678,56.424763,33.932335,0.6495453657665972
MIATNB,0.011849282601401886,-0.9950953,3.0048656,5.989335,0.5774880075753013
MICU1,0.0020076093709257333,-0.58003134,58.075966,86.816696,0.47309886459506373
MIER3,0.012407175143892476,1.1968834,14.697239,6.4111795,0.5774880075753013
MINDY3,0.010105247548772822,0.3981868,28.202019,21.400013,0.5774880075753013
MIR155HG,0.03160324393285364,0.6142895,72.28497,47.22027,0.6512613878984308
MKKS,0.028029354041993828,0.28884286,93.220406,76.30634,0.6495453657665972
MLPH,0.02265165642360388,2.143998,9.0847,2.055431,0.6313888921215575
MMADHC,0.02716329753820715,0.24336955,176.96014,149.49062,0.642618921317204
MORC3,0.04213110564292246,0.3542464,68.56839,53.639553,0.6635580794069232
MRFAP1,0.04113125502728497,0.21108101,160.53296,138.68277,0.6635580794069232
MRFAP1L1,0.01693629875137455,0.4463251,75.24838,55.225533,0.6160958075055661
MRI1,0.03944411899025167,0.54439205,32.03106,21.963066,0.6635580794069232
MRPL10,0.0476684493583119,-0.32272866,34.958183,43.721985,0.668009398093565
MRPL21,0.008891531385069474,-0.47201705,80.74968,112.00363,0.5774880075753013
MRPL46,0.029903375199925235,0.48822972,42.803436,30.514542,0.6495453657665972
MRPL54,0.030772681177318493,0.24422067,210.45067,177.67755,0.6495453657665972
MRPS14,0.026601180467011633,-0.30351993,64.81877,79.99621,0.6409096428040528
MRPS7,0.030645415334679883,-0.16996059,130.72339,147.06744,0.6495453657665972
MSANTD2,0.0007031047835567044,1.8307325,14.312679,4.023607,0.39803625573525286
MSL1,0.006193747016305665,0.51510715,59.068474,41.33263,0.5448136461212583
MSR1,0.012490584927572752,0.2721636,334.5032,276.99432,0.5774880075753013
MT2A,0.00012040842870788893,-0.58475995,640.3241,960.3513,0.3156222906557614
MTERF2,0.006595829862057554,1.0756857,10.67484,5.0646296,0.5724970854423241
MTFR1,0.042663573467117785,-0.5720974,12.497175,18.579342,0.6635580794069232
MTHFR,0.03445275398891435,0.43639994,57.499676,42.4909,0.6564966347763671
MTMR4,0.04057402910762372,-0.5097206,22.501522,32.037094,0.6635580794069232
MTRR,0.018952722553932752,0.34341535,25.339556,19.97196,0.6160958075055661
MUM1,0.0469899852036504,0.6800606,39.480507,24.641327,0.668009398093565
MUS81,0.037544915404227705,0.5725419,55.087914,37.04282,0.6619261552338287
MYADM,0.046147041761629974,0.33728665,115.79382,91.65412,0.668009398093565
MYC,0.0018737572002577683,-0.7552632,38.82395,65.532486,0.47309886459506373
MYNN,0.047307432550694806,-0.6330359,17.38518,26.96137,0.668009398093565
MYO5A,0.01127064001240712,0.5123128,157.10765,110.1478,0.5774880075753013
MYO9A,0.011757429171913249,0.40919942,31.896992,24.019747,0.5774880075753013
NAA60,0.00886793402705481,0.42993754,78.70114,58.41938,0.5774880075753013
NABP1,0.04478893824866993,0.27743044,203.68808,168.05473,0.6652795016420429
NBL1,0.011279772815069446,1.4417862,17.704954,6.517393,0.5774880075753013
NBPF20,0.00422606559130614,1.527235,10.971592,3.8065023,0.5341003258646149
NCF2,0.016922425217049775,-0.27112713,260.46262,314.31332,0.6160958075055661
NCK1,0.026242019983130187,0.2515701,122.105934,102.56676,0.6409096428040528
NCOR2,0.008946921045149695,0.2631153,154.83284,129.02013,0.5774880075753013
NDFIP2,0.047957806337240574,0.96164507,14.411577,7.399928,0.6699834221120646
NEDD4L,0.005537329077640077,0.50927484,25.704138,18.059097,0.5341003258646149
NEU3,0.001020708113434579,0.6290751,37.447533,24.21323,0.4239564090507659
NFATC2IP,0.03427508758309218,0.27531877,62.309288,51.484154,0.6564966347763671
NFE2L3,0.014390983635144156,-0.61874604,36.73052,56.401176,0.6025969435218177
NFIL3,0.018232096108336128,-1.6851158,13.244871,42.59103,0.6160958075055661
NFKBIA,0.010362286200787954,-0.4134282,504.31137,671.6655,0.5774880075753013
NGRN,0.02125224165835063,0.29455906,99.03743,80.747345,0.6287555073689718
NIF3L1,0.04369570159297723,-0.18928865,25.297321,28.84404,0.664009716350008
NKG7,0.03744660316148389,-0.6135958,30.819977,47.156662,0.6619261552338287
NKTR,0.046628507705844695,0.28453296,103.75573,85.18421,0.668009398093565
NLRP3,0.01437079710084053,-0.92616814,46.89129,89.10387,0.6025969435218177
NME4,0.02358886735229139,0.6082414,144.03502,94.486374,0.6373271013209807
NOL3,0.020158679117173447,0.5226669,26.614628,18.526014,0.6160958075055661
NOL4L,0.019899472673260907,0.7723021,13.250202,7.7577615,0.6160958075055661
NOP10,0.009809982264381565,0.15549551,454.56976,408.12363,0.5774880075753013
NORAD,0.02276058616923452,0.46381682,124.196465,90.05057,0.6313888921215575
NOTCH4,0.036381706984148623,0.83087987,7.090918,3.9864168,0.6607947659770242
NR1D1,0.03809700684855129,-1.3456243,3.40202,8.645899,0.6619261552338287
NRARP,0.03563367754876587,-4.1871614,0.17036913,3.1035028,0.659641804074368
NRM,0.0022832121135882484,-0.75058055,23.465168,39.479435,0.47309886459506373
NRN1,0.03956097709622191,-1.4419321,8.275912,22.48437,0.6635580794069232
NRP2,0.02892853138339814,0.3008836,227.08893,184.34059,0.6495453657665972
NSD1,0.030105114224810065,0.394324,98.785065,75.1602,0.6495453657665972
NTAN1,0.045125821435495705,0.3565111,122.66612,95.80852,0.6652795016420429
NUCB1,0.003161527778649572,-0.24418546,292.48755,346.42923,0.5006342286474644
NUDT1,0.032288764398145146,-0.39361545,89.949295,118.16472,0.6527509628270285
NUDT16,0.0007000036936656482,-0.36120152,99.67406,128.03085,0.39803625573525286
NUPR1,0.0202385227887935,0.47956073,468.38492,335.92377,0.6160958075055661
OCEL1,0.046337174200571436,0.38917613,47.296776,36.11419,0.668009398093565
ODR4,0.015433476184179527,0.39438745,42.649178,32.44802,0.6160958075055661
OS9,0.02396210385114941,-0.18898346,206.18448,235.0421,0.6402417542508387
OTUD1,0.019505505097003724,0.88632846,47.455498,25.672909,0.6160958075055661
OTUD3,0.03393135215315751,1.536484,11.17701,3.8529897,0.6564966347763671
OTUD5,0.04567419315504418,0.6111019,50.958206,33.362156,0.668009398093565
OTUD6B-AS1,0.036347323883328626,0.7212897,67.66809,41.04442,0.6607947659770242
OTULINL,0.042766235520634854,-0.35077518,114.785995,146.38034,0.6635580794069232
OVCA2,0.0250835964666524,-0.29067224,63.07103,77.149124,0.6409096428040528
P2RY12,0.039832546423225784,-1.3180975,5.041074,12.569267,0.6635580794069232
P4HA2,0.03488840417636848,0.8237921,26.556892,15.003449,0.6564966347763671
PAGR1,0.016542001324864067,0.32289267,50.512085,40.38266,0.6160958075055661
PAIP1,0.04019128426100579,0.23332945,81.45469,69.291016,0.6635580794069232
PAPSS2,0.011645346353896678,0.63487077,66.119286,42.580723,0.5774880075753013
PARD6B,0.04621872524603876,2.0915918,5.50661,1.29197,0.668009398093565
PARL,0.011278801191134991,-0.22378376,111.63251,130.36359,0.5774880075753013
PCCB,0.04102574244423097,-0.6989066,26.65544,43.269085,0.6635580794069232
PCNX1,0.003757229584266621,-0.40719604,57.323967,76.017654,0.5043265463170127
PCSK5,0.027877968834996124,-0.9853383,4.9100366,9.720779,0.649064284085079
PDE12,0.035746998989347446,0.4687016,37.60395,27.173164,0.6607947659770242
PDE3B,0.033467246185880775,0.7878455,22.335777,12.937071,0.6564966347763671
PDE4A,0.034821340514561344,0.34110504,65.95853,52.07006,0.6564966347763671
PDK3,0.02400974255870502,-0.41673493,40.43922,53.982437,0.6402417542508387
PDK4,0.005257706813783426,-1.5873814,43.0578,129.39015,0.5341003258646149
PEA15,0.029690006700614658,0.15818514,332.06836,297.58362,0.6495453657665972
PEAK3,0.031880686353626196,-1.5146577,2.441419,6.975891,0.6518541216544593
PER1,9.103038126059058e-05,-2.0816157,33.49344,141.77136,0.29826833720292206
PEX12,0.02548610011733076,1.3347574,9.209266,3.6510935,0.6409096428040528
PFKFB3,0.01622414187713453,-0.7942263,98.15933,170.22272,0.6160958075055661
PGD,0.025303493161218542,-0.42442128,225.07588,302.0595,0.6409096428040528
PHF1,0.046445187075836426,0.2755137,60.863365,50.28264,0.668009398093565
PHF23,0.03280602759383738,0.442119,45.089363,33.18815,0.6536079162245835
PI4K2A,0.004886130282458413,0.63443494,80.64607,51.95164,0.5341003258646149
PIGH,0.012326884567590403,0.37886223,43.95694,33.804813,0.5774880075753013
PIGT,0.0008347289853758266,-0.28170606,112.359436,136.58768,0.4051935401254178
PIGU,0.036283562273278516,-1.0293933,10.082243,20.579529,0.6607947659770242
PIGW,0.0424018894542132,0.5735308,16.411333,11.027927,0.6635580794069232
PIK3R3,0.03897091058159541,0.9533876,19.884844,10.2689,0.6635580794069232
PITHD1,0.04894888140443623,0.28179848,119.73723,98.49165,0.6703287079598946
PKIB,0.040889354789826735,0.6898802,87.69869,54.364887,0.6635580794069232
PLAU,0.004462344179006507,0.6383809,285.43622,183.3738,0.5341003258646149
PLEC,0.013036961622796633,0.3220643,236.2231,188.96063,0.5854826077064852
PLEKHA5,0.017089469600675197,1.3119272,5.5721707,2.2443726,0.6160958075055661
PLEKHA7,0.008816590060396402,-0.7254067,14.791941,24.456501,0.5774880075753013
PLEKHF1,0.018237727566137868,-0.7492471,6.1052103,10.2623415,0.6160958075055661
PLEKHN1,0.0188493136717204,2.0236244,5.8650045,1.4424365,0.6160958075055661
PLP2,0.03375843779508099,0.4929497,218.71309,155.41113,0.6564966347763671
PLSCR3,0.003332794146843711,1.1849762,10.112918,4.447983,0.5020766451829688
PLXNA3,0.0420579954658506,0.74917567,43.580395,25.927868,0.6635580794069232
PLXND1,0.007686755498194638,0.3518738,257.5769,201.82843,0.5774880075753013
PMEPA1,0.014468337853116017,1.3707167,25.105728,9.708363,0.6030408450190611
PNPLA3,0.026509728139524756,-2.0435913,0.39253956,1.6183248,0.6409096428040528
PNRC2,0.005619729466295612,0.3633318,167.4668,130.1832,0.5341003258646149
POGLUT1,0.020948945653795677,-0.80362254,19.62257,34.250774,0.624008170757134
POLH,0.002228960655207697,-0.59956664,6.9060354,10.464449,0.47309886459506373
POLR2C,0.005720857730393128,-0.40514272,44.508972,58.939667,0.5341003258646149
POLR2I,0.0367062906166293,0.26124516,147.29733,122.90011,0.6619261552338287
POLR3H,0.018015282273594866,0.46451744,54.470253,39.475323,0.6160958075055661
PPA1,0.020147938098259068,-0.69034046,204.72015,330.3496,0.6160958075055661
PPIC,0.021798124508642484,0.9481822,80.66792,41.808983,0.6313888921215575
PPP1R16A,0.02421733351521036,0.42383158,22.324888,16.641914,0.6409096428040528
PPP1R37,0.04775747760071615,0.5445942,37.433826,25.66404,0.668009398093565
PPP1R9B,0.015190472508165466,0.23887525,129.74994,109.950836,0.6144790145061424
PPP4R3B,0.002038852329019666,0.4819769,94.03151,67.32617,0.47309886459506373
PRAM1,0.012267863156994374,-0.5019909,31.984919,45.29597,0.5774880075753013
PRKCI,0.049777742927291965,0.51761955,29.110756,20.334545,0.6711183835185505
PRKRIP1,0.026505038854835815,0.45183554,57.742188,42.21601,0.6409096428040528
PRMT5-AS1,0.01233820707720616,-3.7225924,0.13506424,1.7830043,0.5774880075753013
PRPF38A,0.046657442016659965,-0.21264839,56.56024,65.54277,0.668009398093565
PRRC2B,0.01557234573797024,0.4071019,102.07007,76.97479,0.6160958075055661
PRRG1,0.04274104400453671,3.0439527,4.7309537,0.57362443,0.6635580794069232
PRRG2,0.04619385975778547,-1.0034379,1.2050145,2.4157789,0.668009398093565
PSAT1,0.03563105772042033,-1.8063382,1.007189,3.5226781,0.659641804074368
PSD3,0.024034124905106966,0.6307435,39.527664,25.528685,0.6402417542508387
PSKH1,0.017234428457494132,0.9579479,17.188988,8.848696,0.6160958075055661
PSME1,0.019142881356428172,-0.24708663,459.6889,545.5625,0.6160958075055661
PSME3,0.031372383564776674,0.20368062,98.26297,85.32492,0.6495453657665972
PSMG3,0.03254881139093502,0.3459194,56.24875,44.256874,0.6532850732463534
PSTPIP2,0.005250757782430028,-0.7438986,105.2847,176.31978,0.5341003258646149
PTK6,0.04371971469333283,1.6116824,12.383801,4.0521846,0.664009716350008
PTMS,0.030790764204512468,0.41933647,368.01025,275.18646,0.6495453657665972
PTPRM,0.01773810928946345,0.49631327,25.178059,17.84913,0.6160958075055661
PTS,0.011726118379114145,0.48506007,57.48792,41.07324,0.5774880075753013
PURB,0.019726879276963503,0.43882915,56.05831,41.35607,0.6160958075055661
PUS7,0.03181139323776722,0.65324974,15.0919895,9.596188,0.6518541216544593
PXDC1,0.028713587991800814,0.5232573,51.292965,35.689598,0.6495453657665972
PXN,0.030329753277976226,0.40952808,98.69833,74.30698,0.6495453657665972
PYCR1,0.04503969677067468,1.3238051,9.598947,3.8345866,0.6652795016420429
QARS,0.012745271492552635,-0.32822636,91.44382,114.80487,0.5815926860164784
QKI,0.0384412902449518,0.16232018,239.41348,213.93674,0.6635580794069232
QPCT,0.033679731868281076,-0.74866825,33.524452,56.329163,0.6564966347763671
RAB11FIP1,0.02218530557167847,0.5526495,80.446556,54.8458,0.6313888921215575
RAB20,0.021861515810022998,-0.3316244,174.31134,219.35854,0.6313888921215575
RAB9A,0.01081878211745157,0.3663274,135.47209,105.093124,0.5774880075753013
RAD51C,0.03724552449271008,-0.43210715,31.21197,42.111275,0.6619261552338287
RAD54B,0.02352371394925538,-2.0924602,0.859921,3.667345,0.6373271013209807
RAP1A,0.04043563464229138,0.11546314,327.85205,302.63562,0.6635580794069232
RAP2A,0.0028597414911567397,0.42619616,79.47609,59.14781,0.5006342286474644
RAPGEF1,0.03989325530133221,0.35892212,157.45065,122.77167,0.6635580794069232
RAPH1,0.011122293761357555,0.50523454,46.544846,32.792976,0.5774880075753013
RARG,0.01964605491025654,1.9694144,16.085913,4.107645,0.6160958075055661
RARRES3,0.010656207940498742,-0.50563806,285.8067,405.77438,0.5774880075753013
RARS,0.012124035044316842,-0.47022536,39.22162,54.334724,0.5774880075753013
RB1,0.04955888556497468,0.34736022,244.21597,191.95888,0.6703287079598946
RBM18,0.007806875802539866,0.6683386,65.378235,41.138004,0.5774880075753013
RBM33,0.015663412430790363,-0.3927931,48.545868,63.73746,0.6160958075055661
RCAN1,0.012739811619305248,-0.88179225,38.508453,70.9581,0.5815926860164784
RDX,0.008544471633341783,-0.5001653,96.85386,136.98773,0.5774880075753013
REL,0.011080115151153848,-0.46240774,175.46686,241.76515,0.5774880075753013
RETSAT,0.042663611536743036,-0.5065573,23.062048,32.763237,0.6635580794069232
REXO2,0.005960765438146626,0.42340127,80.92416,60.342278,0.5341003258646149
RGS1,0.008475002368526033,-0.7172068,344.4402,566.2583,0.5774880075753013
RGS12,0.020268087194678663,0.36562106,61.964607,48.09288,0.6160958075055661
RGS19,0.0333930042260844,0.35080135,265.89578,208.50175,0.6564966347763671
RGS2,0.026525161895923466,-0.5915075,173.82559,261.92395,0.6409096428040528
RHBDD3,0.029910790297329827,-0.5612372,30.201214,44.56292,0.6495453657665972
RHNO1,0.03871447828582993,-0.5986641,43.344242,65.63678,0.6635580794069232
RHOB,0.008568309471580474,-0.47418135,234.76015,326.1123,0.5774880075753013
RHOH,0.0025783225406283902,-0.6616952,37.095276,58.68251,0.489529776927408
RHOT1,0.03468481123737187,0.3477357,73.12442,57.46237,0.6564966347763671
RHPN1,0.015437198363220439,1.7732112,20.504608,5.998763,0.6160958075055661
RIN3,0.017377868630145284,-0.28111526,106.486,129.39474,0.6160958075055661
RMND1,0.031168598773697334,0.77876157,41.4636,24.16776,0.6495453657665972
RNASEK-C17orf49,0.02452625295610993,2.286357,4.2130423,0.86364216,0.6409096428040528
RNF11,0.009909243048121416,0.29936552,71.82112,58.36254,0.5774880075753013
RNF135,0.03336907568558869,0.3205893,127.85851,102.381775,0.6564966347763671
RNF144B,0.0012511216106277246,-0.87264276,90.14587,165.05833,0.4239564090507659
RNF168,0.02468309119029663,0.57275075,43.560204,29.286991,0.6409096428040528
RNF170,0.03613892551456978,0.34677762,39.55282,31.101904,0.6607947659770242
RNF44,0.02972976548280766,0.5081367,70.573044,49.622025,0.6495453657665972
ROM1,0.0415054109332153,-1.0470266,1.1774292,2.432883,0.6635580794069232
RPL23A,0.04698186100285123,-0.1018008,732.7416,786.31384,0.668009398093565
RPN1,0.01711659318431286,-0.21671286,257.80432,299.58997,0.6160958075055661
RPP14,0.0040911086175398435,0.7088308,35.866302,21.94357,0.5311650753724392
RPS28,0.022386020222528856,-0.09537466,1068.2037,1141.2078,0.6313888921215575
RPS6KA2,0.0005186529983969172,1.1518675,53.517006,24.084915,0.39544368911695643
RPS6KB1,0.04444121126579698,0.3812744,37.194668,28.556545,0.6645149109830404
RRP1,0.04865081850033436,0.2789366,37.895485,31.233395,0.6703287079598946
RXRA,0.0073975274614438416,0.67568004,107.871994,67.53187,0.5774880075753013
S100A8,0.018005293629442823,-0.67717266,202.59471,323.94955,0.6160958075055661
S1PR1,0.028082057739958175,1.4928794,10.492307,3.7279449,0.6495453657665972
S1PR2,0.029968091608266332,0.82849485,34.535023,19.447239,0.6495453657665972
SAC3D1,0.04237373170085636,0.7396112,40.866074,24.474722,0.6635580794069232
SAMD1,0.03205551150993854,0.49473035,44.601692,31.653566,0.6523754759385146
SAMSN1,0.0010609255458750276,-0.4848446,148.13849,207.31021,0.4239564090507659
SAP30,0.00596378883284456,-0.8727468,25.888765,47.40611,0.5341003258646149
SARAF,0.04701848676948591,-0.16852757,408.0005,458.55615,0.668009398093565
